#--------------------------#
#PLATO:: 'Box_ODE' app
#Database (path to): '/Users/ecisneros/Packages/plato-database/'
#Mixture:            'air5'
#Kinetics:           'air5'
#Transfer:           'TTv'
# t [s]  Y_N  Y_O  Y_N2  Y_NO  Y_O2  Th [K]  Tv [K]  rho [kg/m^3]  p [Pa]  n [1/m^3]  E [J/kg]
   1.307358931010E-04   7.195058042262E-08   3.027203644382E-07   7.670739266875E-01   1.928067149956E-05   2.329064179701E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000694070E+04   1.448594605920E+23   6.906685196710E+06
   1.347358931010E-04   7.416585008280E-08   3.119662153026E-07   7.670733640473E-01   2.048124939960E-05   2.329057685713E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000715310E+04   1.448594621300E+23   6.906689083770E+06
   1.377358931010E-04   7.582729865542E-08   3.189005865308E-07   7.670729309614E-01   2.140547513788E-05   2.329052688356E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000731230E+04   1.448594632840E+23   6.906692071490E+06
   1.407358931010E-04   7.748874400843E-08   3.258349429341E-07   7.670724883553E-01   2.235009399787E-05   2.329047582270E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000747160E+04   1.448594644370E+23   6.906695121290E+06
   1.447358931010E-04   7.970399938067E-08   3.350807278136E-07   7.670718834069E-01   2.364130802307E-05   2.329040605003E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000768390E+04   1.448594659750E+23   6.906699284230E+06
   1.477358931010E-04   8.136543702222E-08   3.420150482758E-07   7.670714185902E-01   2.463350987590E-05   2.329035245195E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000784320E+04   1.448594671290E+23   6.906702478860E+06
   1.517358931010E-04   8.358068193899E-08   3.512607839608E-07   7.670707840264E-01   2.598816696842E-05   2.329027929652E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000805550E+04   1.448594686670E+23   6.906706834920E+06
   1.557358931010E-04   8.579591994022E-08   3.605064911919E-07   7.670701325404E-01   2.737907649742E-05   2.329020420807E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000826790E+04   1.448594702050E+23   6.906711301320E+06
   1.597358931010E-04   8.801115093728E-08   3.697521691170E-07   7.670694641322E-01   2.880623781522E-05   2.329012718667E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000848020E+04   1.448594717430E+23   6.906715878060E+06
   1.637358931010E-04   9.022637475569E-08   3.789978169684E-07   7.670687788019E-01   3.026965026758E-05   2.329004823237E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000869260E+04   1.448594732810E+23   6.906720565150E+06
   1.677358931010E-04   9.244159109166E-08   3.882434341140E-07   7.670680765508E-01   3.176931320076E-05   2.328996734510E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000890490E+04   1.448594748190E+23   6.906725362580E+06
   1.717358931010E-04   9.465679962552E-08   3.974890199355E-07   7.670673573780E-01   3.330522594492E-05   2.328988452502E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000911730E+04   1.448594763570E+23   6.906730270340E+06
   1.757358931010E-04   9.687200162747E-08   4.067345720095E-07   7.670666212838E-01   3.487738783456E-05   2.328979977218E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000932960E+04   1.448594778950E+23   6.906735288440E+06
   1.797358931010E-04   9.908719694272E-08   4.159800895318E-07   7.670658682698E-01   3.648579817029E-05   2.328971308647E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000954200E+04   1.448594794330E+23   6.906740416880E+06
   1.847358931010E-04   1.018561813243E-07   4.275369367547E-07   7.670649032075E-01   3.854728437475E-05   2.328960201150E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000000980740E+04   1.448594813560E+23   6.906746982570E+06
   1.887358931010E-04   1.040713611532E-07   4.367823734385E-07   7.670641121229E-01   4.023725107711E-05   2.328951097723E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001001970E+04   1.448594828940E+23   6.906752359250E+06
   1.937358931010E-04   1.068403255674E-07   4.483391172095E-07   7.670630994742E-01   4.240068039520E-05   2.328939446660E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001028520E+04   1.448594848160E+23   6.906759235240E+06
   1.987358931010E-04   1.096092728522E-07   4.598958078045E-07   7.670620603894E-01   4.462074265088E-05   2.328927493629E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001055060E+04   1.448594867380E+23   6.906766283610E+06
   2.037358931010E-04   1.123782063340E-07   4.714524394535E-07   7.670609948696E-01   4.689743633622E-05   2.328915238634E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001081600E+04   1.448594886610E+23   6.906773504360E+06
   2.087358931010E-04   1.151471256083E-07   4.830090107035E-07   7.670599029151E-01   4.923075987686E-05   2.328902681689E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001108140E+04   1.448594905830E+23   6.906780897480E+06
   2.137358931010E-04   1.179160302724E-07   4.945655200996E-07   7.670587845271E-01   5.162071165994E-05   2.328889822797E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001134690E+04   1.448594925060E+23   6.906788462960E+06
   2.187358931010E-04   1.206849199252E-07   5.061219661821E-07   7.670576397055E-01   5.406729003477E-05   2.328876661976E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001161230E+04   1.448594944280E+23   6.906796200810E+06
   2.237358931010E-04   1.234537941679E-07   5.176783474878E-07   7.670564684519E-01   5.657049331233E-05   2.328863199226E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001187770E+04   1.448594963510E+23   6.906804111000E+06
   2.297358931010E-04   1.267764235514E-07   5.315459161978E-07   7.670550280577E-01   5.964907960567E-05   2.328846645403E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001219620E+04   1.448594986580E+23   6.906813830740E+06
   2.357358931010E-04   1.300990310654E-07   5.454133852792E-07   7.670535496050E-01   6.280920011161E-05   2.328829656825E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001251470E+04   1.448595009640E+23   6.906823798660E+06
   2.407358931010E-04   1.328678533821E-07   5.569695316595E-07   7.670522884873E-01   6.550491469084E-05   2.328815167606E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001278010E+04   1.448595028870E+23   6.906832294820E+06
   2.467358931010E-04   1.361904191550E-07   5.708368113557E-07   7.670507402613E-01   6.881450637757E-05   2.328797382051E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001309860E+04   1.448595051940E+23   6.906842717700E+06
   2.537358931010E-04   1.400667165742E-07   5.870151682488E-07   7.670488859002E-01   7.277873508909E-05   2.328776082829E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001347020E+04   1.448595078850E+23   6.906855191350E+06
   2.597358931010E-04   1.433892312670E-07   6.008822118247E-07   7.670472552221E-01   7.626496016206E-05   2.328757355463E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001378870E+04   1.448595101920E+23   6.906866151860E+06
   2.657358931010E-04   1.467117190156E-07   6.147491450788E-07   7.670455864924E-01   7.983270283146E-05   2.328738193439E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001410720E+04   1.448595124990E+23   6.906877360500E+06
   2.727358931010E-04   1.505879216236E-07   6.309270889337E-07   7.670435915494E-01   8.409809372100E-05   2.328715288418E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001447870E+04   1.448595151900E+23   6.906890750830E+06
   2.797358931010E-04   1.544640874844E-07   6.471048729812E-07   7.670415448186E-01   8.847442846917E-05   2.328691791840E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001485030E+04   1.448595178810E+23   6.906904478850E+06
   2.857358931010E-04   1.577864852110E-07   6.609714148974E-07   7.670397492607E-01   9.231387027709E-05   2.328671181111E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001516880E+04   1.448595201880E+23   6.906916514480E+06
   2.927358931010E-04   1.616625798732E-07   6.771488916521E-07   7.670376063600E-01   9.689622768330E-05   2.328646586008E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001554030E+04   1.448595228790E+23   6.906930869590E+06
   3.007358931010E-04   1.660923549041E-07   6.956372250011E-07   7.670350939255E-01   1.022690354777E-04   2.328617753094E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001596490E+04   1.448595259540E+23   6.906947688870E+06
   3.077358931010E-04   1.699683648004E-07   7.118143277460E-07   7.670328400713E-01   1.070890845161E-04   2.328591890615E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001633650E+04   1.448595286450E+23   6.906962767460E+06
   3.157358931010E-04   1.743980396647E-07   7.303022237128E-07   7.670302008413E-01   1.127335228549E-04   2.328561609356E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001676110E+04   1.448595317210E+23   6.906980413530E+06
   3.237358931010E-04   1.788276590367E-07   7.487898775478E-07   7.670274939943E-01   1.185228164778E-04   2.328530555717E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001718570E+04   1.448595347960E+23   6.906998500500E+06
   3.317358931010E-04   1.832572215839E-07   7.672772829516E-07   7.670247195338E-01   1.244569551017E-04   2.328498729766E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001761030E+04   1.448595378720E+23   6.907017028350E+06
   3.397358931010E-04   1.876867258723E-07   7.857644337687E-07   7.670218774646E-01   1.305359281564E-04   2.328466131560E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001803490E+04   1.448595409470E+23   6.907035997050E+06
   3.477358931010E-04   1.921161705066E-07   8.042513237882E-07   7.670189677932E-01   1.367597248199E-04   2.328432761144E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001845950E+04   1.448595440230E+23   6.907055406560E+06
   3.567358931010E-04   1.970992226948E-07   8.250487555647E-07   7.670156136122E-01   1.439345917337E-04   2.328394296481E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001893720E+04   1.448595474820E+23   6.907077769120E+06
   3.657358931010E-04   2.020821951062E-07   8.458458411561E-07   7.670121738857E-01   1.512927208697E-04   2.328354854653E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001941480E+04   1.448595509420E+23   6.907100689500E+06
   3.747358931010E-04   2.070650860371E-07   8.666425713982E-07   7.670086486212E-01   1.588340956380E-04   2.328314435755E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000001989250E+04   1.448595544010E+23   6.907124167640E+06
   3.837358931010E-04   2.120478934956E-07   8.874389374468E-07   7.670050378254E-01   1.665586990523E-04   2.328273039887E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002037010E+04   1.448595578610E+23   6.907148203480E+06
   3.927358931010E-04   2.170306154892E-07   9.082349304740E-07   7.670013415088E-01   1.744665137130E-04   2.328230667120E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002084770E+04   1.448595613200E+23   6.907172796990E+06
   4.027358931010E-04   2.225668706078E-07   9.313411411389E-07   7.669971341958E-01   1.834678301574E-04   2.328182440660E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002137840E+04   1.448595651640E+23   6.907200777070E+06
   4.127358931010E-04   2.281030150497E-07   9.544468682170E-07   7.669928213211E-01   1.926952862958E-04   2.328133008427E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002190910E+04   1.448595690080E+23   6.907229445480E+06
   4.227358931010E-04   2.336390454127E-07   9.775521003803E-07   7.669884028989E-01   2.021488564986E-04   2.328082370535E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002243980E+04   1.448595728510E+23   6.907258802130E+06
   4.337358931010E-04   2.397285440313E-07   1.002967269385E-06   7.669834207389E-01   2.128089140628E-04   2.328025276512E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002302350E+04   1.448595770790E+23   6.907291889270E+06
   4.437358931010E-04   2.452643263499E-07   1.026071422298E-06   7.669787807035E-01   2.227372374660E-04   2.327972107232E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002355410E+04   1.448595809230E+23   6.907322690970E+06
   4.547358931010E-04   2.513535453769E-07   1.051485374874E-06   7.669735548016E-01   2.339194573787E-04   2.327912229021E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002413780E+04   1.448595851500E+23   6.907357367460E+06
   4.667358931010E-04   2.579961564184E-07   1.079208932962E-06   7.669677082338E-01   2.464301206098E-04   2.327845244405E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002477460E+04   1.448595897620E+23   6.907396145640E+06
   4.777358931010E-04   2.640850536552E-07   1.104621486274E-06   7.669622154481E-01   2.581840750856E-04   2.327782317703E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002535820E+04   1.448595939900E+23   6.907432562360E+06
   4.897358931010E-04   2.707273048153E-07   1.132343479689E-06   7.669560777788E-01   2.713183556141E-04   2.327712007948E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002599490E+04   1.448595986010E+23   6.907473238690E+06
   5.017358931010E-04   2.773693611470E-07   1.160064626450E-06   7.669497882665E-01   2.847779255810E-04   2.327639963740E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002663160E+04   1.448596032130E+23   6.907514905120E+06
   5.147358931010E-04   2.845646967081E-07   1.190094889247E-06   7.669428033059E-01   2.997261439455E-04   2.327559958906E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002732130E+04   1.448596082080E+23   6.907561160880E+06
   5.267358931010E-04   2.912063316223E-07   1.217814205397E-06   7.669361975337E-01   3.138632256648E-04   2.327484302201E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002795800E+04   1.448596128200E+23   6.907604889510E+06
   5.397358931010E-04   2.984011993104E-07   1.247842436194E-06   7.669288700199E-01   3.295452836761E-04   2.327400384528E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002864760E+04   1.448596178150E+23   6.907653378910E+06
   5.537358931010E-04   3.061492360633E-07   1.280179305287E-06   7.669207797009E-01   3.468602881579E-04   2.327307736824E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000002939030E+04   1.448596231940E+23   6.907706896830E+06
   5.667358931010E-04   3.133435729520E-07   1.310205231825E-06   7.669130823727E-01   3.633345865953E-04   2.327219594919E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003007990E+04   1.448596281890E+23   6.907757797620E+06
   5.807358931010E-04   3.210910238245E-07   1.342539558085E-06   7.669045938755E-01   3.815025954532E-04   2.327122398984E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003082260E+04   1.448596335680E+23   6.907813911890E+06
   5.957358931010E-04   3.293915142663E-07   1.377181961526E-06   7.668952700221E-01   4.014589730226E-04   2.327015644314E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003161820E+04   1.448596393310E+23   6.907875527750E+06
   6.097358931010E-04   3.371383040932E-07   1.409513420084E-06   7.668863540428E-01   4.205427613856E-04   2.326913565441E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003236080E+04   1.448596447090E+23   6.907934429430E+06
   6.257358931010E-04   3.459913725659E-07   1.446461899357E-06   7.668759117479E-01   4.428939526764E-04   2.326794018461E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003320940E+04   1.448596508560E+23   6.908003392750E+06
   6.407358931010E-04   3.542907215830E-07   1.481099352707E-06   7.668658774479E-01   4.643722956585E-04   2.326679148664E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003400490E+04   1.448596566180E+23   6.908069641100E+06
   6.567358931010E-04   3.631429201831E-07   1.518044060637E-06   7.668549133096E-01   4.878414149812E-04   2.326553640885E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003485350E+04   1.448596627630E+23   6.908142007130E+06
   6.727358931010E-04   3.719946530322E-07   1.554986749893E-06   7.668436799464E-01   5.118872861212E-04   2.326425057860E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003570200E+04   1.448596689090E+23   6.908216128640E+06
   6.897358931010E-04   3.813990960816E-07   1.594236090411E-06   7.668314495969E-01   5.380677816197E-04   2.326285069863E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003660340E+04   1.448596754380E+23   6.908296805650E+06
   7.067358931010E-04   3.908029867462E-07   1.633483037677E-06   7.668189155061E-01   5.648989725542E-04   2.326141612353E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003750480E+04   1.448596819670E+23   6.908379463220E+06
   7.237358931010E-04   4.002063113284E-07   1.672727532810E-06   7.668060777743E-01   5.923806435279E-04   2.325994686483E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003840620E+04   1.448596884960E+23   6.908464100680E+06
   7.417358931010E-04   4.101621404472E-07   1.714277789482E-06   7.667921540376E-01   6.221876390252E-04   2.325835338835E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000003936050E+04   1.448596954080E+23   6.908555874080E+06
   7.607358931010E-04   4.206703480964E-07   1.758133262543E-06   7.667770877176E-01   6.544411688465E-04   2.325662923099E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000004036770E+04   1.448597027030E+23   6.908655152350E+06
   7.787358931010E-04   4.306247901476E-07   1.799677513308E-06   7.667624648757E-01   6.857458368264E-04   2.325495589851E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000004132190E+04   1.448597096140E+23   6.908751484280E+06
   7.987358931010E-04   4.416844600898E-07   1.845834237043E-06   7.667458186236E-01   7.213828162053E-04   2.325305110415E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000004238200E+04   1.448597172920E+23   6.908861119140E+06
   8.177358931010E-04   4.521903262586E-07   1.889679574368E-06   7.667296161637E-01   7.560702629217E-04   2.325119717035E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000004338900E+04   1.448597245860E+23   6.908967805610E+06
   8.387358931010E-04   4.638011198802E-07   1.938136085334E-06   7.667112679517E-01   7.953521105260E-04   2.324909780006E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000004450200E+04   1.448597326470E+23   6.909088592740E+06
   8.587358931010E-04   4.748580652514E-07   1.984281018607E-06   7.666933639149E-01   8.336836043819E-04   2.324704933416E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000004556180E+04   1.448597403240E+23   6.909206428970E+06
   8.807358931010E-04   4.870196039741E-07   2.035035681407E-06   7.666731856855E-01   8.768846516277E-04   2.324474076076E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000004672750E+04   1.448597487670E+23   6.909339203350E+06
   9.027358931010E-04   4.991799604038E-07   2.085785230283E-06   7.666525008942E-01   9.211708926860E-04   2.324237432479E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000004789310E+04   1.448597572090E+23   6.909475280760E+06
   9.247358931010E-04   5.113391049965E-07   2.136529538123E-06   7.666313098175E-01   9.665417329869E-04   2.323995005809E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000004905860E+04   1.448597656510E+23   6.909614659380E+06
   9.477358931010E-04   5.240496102021E-07   2.189574663823E-06   7.666086144914E-01   1.015133892757E-03   2.323735379916E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000005027690E+04   1.448597744750E+23   6.909763901080E+06
   9.707358931010E-04   5.367587248681E-07   2.242613777423E-06   7.665853664511E-01   1.064910114275E-03   2.323469440621E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000005149510E+04   1.448597832980E+23   6.909916746720E+06
   9.947358931010E-04   5.500188907457E-07   2.297952372811E-06   7.665605187126E-01   1.118112131965E-03   2.323185211841E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000005276610E+04   1.448597925040E+23   6.910080077810E+06
   1.019735893100E-03   5.638298731943E-07   2.355589436684E-06   7.665339965171E-01   1.174900099201E-03   2.322881839644E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000005408990E+04   1.448598020920E+23   6.910254381790E+06
   1.044735893100E-03   5.776390881507E-07   2.413218861753E-06   7.665068225972E-01   1.233084237493E-03   2.322571023074E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000005541350E+04   1.448598116790E+23   6.910432935300E+06
   1.070735893100E-03   5.919987502957E-07   2.473145160902E-06   7.664778708753E-01   1.295075716387E-03   2.322239882644E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000005678990E+04   1.448598216480E+23   6.910623135550E+06
   1.096735893100E-03   6.063564054104E-07   2.533062788238E-06   7.664482152989E-01   1.358575043617E-03   2.321900702383E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000005816610E+04   1.448598316160E+23   6.910817925220E+06
   1.124735893100E-03   6.218161953050E-07   2.597579526489E-06   7.664154920092E-01   1.428643862427E-03   2.321526447327E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000005964790E+04   1.448598423490E+23   6.911032827110E+06
   1.151735893100E-03   6.367215353764E-07   2.659782097878E-06   7.663831655869E-01   1.497863674344E-03   2.321156742351E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000006107650E+04   1.448598526960E+23   6.911245086520E+06
   1.180735893100E-03   6.527283809139E-07   2.726581064319E-06   7.663476013009E-01   1.574017485040E-03   2.320750019046E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000006261080E+04   1.448598638090E+23   6.911478567580E+06
   1.209735893100E-03   6.687324743873E-07   2.793368145761E-06   7.663111643929E-01   1.652040690816E-03   2.320333328157E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000006414470E+04   1.448598749190E+23   6.911717738480E+06
   1.239735893100E-03   6.852854656503E-07   2.862445416177E-06   7.662725536631E-01   1.734719619281E-03   2.319891789868E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000006573130E+04   1.448598864110E+23   6.911971138290E+06
   1.270735893100E-03   7.023869749318E-07   2.933811237356E-06   7.662316768308E-01   1.822251966004E-03   2.319424350050E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000006737040E+04   1.448598982830E+23   6.912239368720E+06
   1.301735893100E-03   7.194851016609E-07   3.005162455909E-06   7.661898059416E-01   1.911913851447E-03   2.318945555594E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000006900920E+04   1.448599101530E+23   6.912514080750E+06
   1.333735893100E-03   7.371311462187E-07   3.078799637534E-06   7.661455428833E-01   2.006699220314E-03   2.318439419656E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000007070050E+04   1.448599224030E+23   6.912804445360E+06
   1.366735893100E-03   7.553246683849E-07   3.154720883933E-06   7.660987897783E-01   2.106817756061E-03   2.317904824201E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000007244430E+04   1.448599350330E+23   6.913111100760E+06
   1.400735893100E-03   7.740651996036E-07   3.232924174869E-06   7.660494459270E-01   2.212485182892E-03   2.317340619008E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000007424050E+04   1.448599480420E+23   6.913434703530E+06
   1.435735893100E-03   7.933522416744E-07   3.313407362557E-06   7.659974078407E-01   2.323923202769E-03   2.316745621969E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000007608900E+04   1.448599614310E+23   6.913775928420E+06
   1.470735893100E-03   8.126344186985E-07   3.393869559375E-06   7.659441105368E-01   2.438058810588E-03   2.316136241486E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000007793710E+04   1.448599748170E+23   6.914125363810E+06
   1.507735893100E-03   8.330130148547E-07   3.478906215235E-06   7.658864004604E-01   2.561645395068E-03   2.315476422253E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000007989020E+04   1.448599889630E+23   6.914503681580E+06
   1.544735893100E-03   8.533859054774E-07   3.563918259183E-06   7.658272873306E-01   2.688237702315E-03   2.314800576629E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000008184280E+04   1.448600031060E+23   6.914891147660E+06
   1.582735893100E-03   8.743033311941E-07   3.651201686105E-06   7.657651184433E-01   2.821375084073E-03   2.314089809676E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000008384760E+04   1.448600176260E+23   6.915298593060E+06
   1.622735893100E-03   8.963148517983E-07   3.743049554845E-06   7.656980839605E-01   2.964933514023E-03   2.313323431611E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000008595720E+04   1.448600329060E+23   6.915737873330E+06
   1.662735893100E-03   9.183192046636E-07   3.834866514106E-06   7.656294179689E-01   3.111987081194E-03   2.312538417642E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000008806610E+04   1.448600481810E+23   6.916187791450E+06
   1.703735893100E-03   9.408660463900E-07   3.928946041253E-06   7.655573452882E-01   3.266337515124E-03   2.311714473846E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000009022690E+04   1.448600638320E+23   6.916659977000E+06
   1.745735893100E-03   9.639546195510E-07   4.025284874095E-06   7.654817441813E-01   3.428245610468E-03   2.310850209688E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000009243970E+04   1.448600798590E+23   6.917155223710E+06
   1.788735893100E-03   9.875841251046E-07   4.123879571649E-06   7.654024904492E-01   3.597977436314E-03   2.309944206508E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000009470430E+04   1.448600962610E+23   6.917674341380E+06
   1.833735893100E-03   1.012302917143E-06   4.227017997532E-06   7.653175476424E-01   3.779894430374E-03   2.308973186063E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000009707320E+04   1.448601134190E+23   6.918230663090E+06
   1.878735893100E-03   1.037011486095E-06   4.330112361631E-06   7.652305611064E-01   3.966189653878E-03   2.307978821159E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000009944120E+04   1.448601305700E+23   6.918800310310E+06
   1.924735893100E-03   1.062258313869E-06   4.435451079926E-06   7.651395342025E-01   4.161139261703E-03   2.306938288265E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000010186070E+04   1.448601480950E+23   6.919396356580E+06
   1.972735893100E-03   1.088590887346E-06   4.545318281048E-06   7.650422838184E-01   4.369418883514E-03   2.305826633889E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000010438420E+04   1.448601663730E+23   6.920033091230E+06
   2.021735893100E-03   1.115459173840E-06   4.657418876902E-06   7.649406268485E-01   4.587137428142E-03   2.304664628453E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000010695910E+04   1.448601850220E+23   6.920698612650E+06
   2.071735893100E-03   1.142862054111E-06   4.771748051448E-06   7.648344229185E-01   4.814595619513E-03   2.303450668518E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000010958510E+04   1.448602040420E+23   6.921393836080E+06
