#--------------------------#
#PLATO:: 'Box_ODE' app
#Database (path to): '/Users/ecisneros/Packages/plato-database/'
#Mixture:            'air5'
#Kinetics:           'air5'
#Transfer:           'TTv'
# t [s]  Y_N  Y_O  Y_N2  Y_NO  Y_O2  Th [K]  Tv [K]  rho [kg/m^3]  p [Pa]  n [1/m^3]  E [J/kg]
   2.122735893100E-03   1.170798354108E-06   4.888300753468E-06   7.647235296543E-01   5.052098459772E-03   2.302183127868E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000011226220E+04   1.448602234330E+23   6.922119689760E+06
   2.175735893100E-03   1.199814157539E-06   5.009355070933E-06   7.646055509873E-01   5.304777796466E-03   2.300834620470E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000011504270E+04   1.448602435720E+23   6.922891851550E+06
   2.229735893100E-03   1.229360216253E-06   5.132619300632E-06   7.644824868184E-01   5.568350484824E-03   2.299428007172E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000011787400E+04   1.448602640790E+23   6.923697226570E+06
   2.284735893100E-03   1.259435139787E-06   5.258087462916E-06   7.643541868382E-01   5.843138530874E-03   2.297961571083E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000012075600E+04   1.448602849530E+23   6.924536794810E+06
   2.340735893100E-03   1.290037474058E-06   5.385753305392E-06   7.642204991222E-01   6.129467403618E-03   2.296433576834E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000012368840E+04   1.448603061920E+23   6.925411546780E+06
   2.398735893100E-03   1.321711620521E-06   5.517887677679E-06   7.640787992783E-01   6.432958074672E-03   2.294814030478E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000012672350E+04   1.448603281750E+23   6.926338648970E+06
   2.458735893100E-03   1.354454821377E-06   5.654478717921E-06   7.639287601109E-01   6.754311493543E-03   2.293099194620E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000012986090E+04   1.448603509000E+23   6.927320234660E+06
   2.519735893100E-03   1.387719029909E-06   5.793239905292E-06   7.637726352675E-01   7.088700921661E-03   2.291314828519E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000013304830E+04   1.448603739850E+23   6.928341554490E+06
   2.581735893100E-03   1.421502420808E-06   5.934163396444E-06   7.636102630691E-01   7.436472722831E-03   2.289459085423E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000013628530E+04   1.448603974310E+23   6.929403662530E+06
   2.645735893100E-03   1.456347319610E-06   6.079511114159E-06   7.634387710773E-01   7.803779259395E-03   2.287499138049E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000013962390E+04   1.448604216130E+23   6.930525342520E+06
   2.710735893100E-03   1.491706583004E-06   6.227000432560E-06   7.632605822873E-01   8.185431005070E-03   2.285462680006E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000014301180E+04   1.448604461510E+23   6.931690740930E+06
   2.778735893100E-03   1.528664605288E-06   6.381154085421E-06   7.630698583427E-01   8.593932941569E-03   2.283282988970E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000014655280E+04   1.448604717980E+23   6.932938034740E+06
   2.846735893100E-03   1.565587887034E-06   6.535158295636E-06   7.628747494369E-01   9.011828699796E-03   2.281053211172E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000015009030E+04   1.448604974210E+23   6.934213918080E+06
   2.917735893100E-03   1.604102206180E-06   6.695793664262E-06   7.626663795636E-01   9.458129546191E-03   2.278671909943E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000015378020E+04   1.448605241460E+23   6.935576428850E+06
   2.989735893100E-03   1.643118501592E-06   6.858517422075E-06   7.624502487879E-01   9.921055223287E-03   2.276201943529E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000015751810E+04   1.448605512200E+23   6.936989595500E+06
   3.063735893100E-03   1.683175133875E-06   7.025574455592E-06   7.622230814638E-01   1.040762187385E-02   2.273605879128E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000016135560E+04   1.448605790150E+23   6.938474830550E+06
   3.139735893100E-03   1.724267487955E-06   7.196944948683E-06   7.619844984350E-01   1.091864176536E-02   2.270879385872E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000016529220E+04   1.448606075270E+23   6.940034605910E+06
   3.217735893100E-03   1.766390690162E-06   7.372607979602E-06   7.617341157138E-01   1.145493750724E-02   2.268018077802E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000016932740E+04   1.448606367540E+23   6.941671424960E+06
   3.296735893100E-03   1.809000582656E-06   7.550293795402E-06   7.614748630577E-01   1.201023395224E-02   2.265055436956E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000017340910E+04   1.448606663180E+23   6.943366130020E+06
   3.378735893100E-03   1.853170509446E-06   7.734477653691E-06   7.611997865178E-01   1.259942599851E-02   2.261911998355E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000017764010E+04   1.448606969630E+23   6.945164171410E+06
   3.462735893100E-03   1.898355054895E-06   7.922884410453E-06   7.609117363282E-01   1.321640885919E-02   2.258620335732E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000018196820E+04   1.448607283110E+23   6.947046909890E+06
   3.547735893100E-03   1.944011487046E-06   8.113250460756E-06   7.606138575995E-01   1.385444603754E-02   2.255216391011E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000018634130E+04   1.448607599860E+23   6.948993783660E+06
   3.635735893100E-03   1.991207805804E-06   8.310028124909E-06   7.602987434390E-01   1.452940276831E-02   2.251615525568E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000019086180E+04   1.448607927270E+23   6.951053196030E+06
   3.725735893100E-03   2.039399863668E-06   8.510947735847E-06   7.599694598580E-01   1.523471201007E-02   2.247852777843E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000019547750E+04   1.448608261580E+23   6.953205100840E+06
   3.817735893100E-03   2.088580723674E-06   8.715979564872E-06   7.596256063317E-01   1.597123180861E-02   2.243923572994E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000020018760E+04   1.448608602740E+23   6.955452109110E+06
   3.912735893100E-03   2.139276277812E-06   8.927315007470E-06   7.592629251146E-01   1.674808225216E-02   2.239779260420E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000020504270E+04   1.448608954390E+23   6.957822036090E+06
   4.009735893100E-03   2.190943762883E-06   9.142690380164E-06   7.588847124041E-01   1.755820317959E-02   2.235457507822E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000020999060E+04   1.448609312760E+23   6.960293334800E+06
   4.108735893100E-03   2.243575097872E-06   9.362071082619E-06   7.584905694085E-01   1.840244892415E-02   2.230953760211E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000021503060E+04   1.448609677810E+23   6.962868604840E+06
   4.210735893100E-03   2.297691851624E-06   9.587630001865E-06   7.580759946774E-01   1.929046166609E-02   2.226216583346E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000022021250E+04   1.448610053140E+23   6.965577250140E+06
   4.314735893100E-03   2.352752926492E-06   9.817110653219E-06   7.576445346657E-01   2.021464512017E-02   2.221286503506E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000022548470E+04   1.448610435000E+23   6.968396092060E+06
   4.421735893100E-03   2.409276663432E-06   1.005267211479E-05   7.571915256760E-01   2.118498904845E-02   2.216110233268E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000023089660E+04   1.448610826980E+23   6.971355592160E+06
   4.530735893100E-03   2.466723205355E-06   1.029206326616E-05   7.567206912822E-01   2.219351772603E-02   2.210730322053E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000023639660E+04   1.448611225350E+23   6.974431416970E+06
   4.642735893100E-03   2.525607408244E-06   1.053742829036E-05   7.562272077484E-01   2.325056377082E-02   2.205091654451E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000024203400E+04   1.448611633660E+23   6.977655071300E+06
   4.757735893100E-03   2.585914543776E-06   1.078870420612E-05   7.557104477718E-01   2.435747106222E-02   2.199187065472E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000024780720E+04   1.448612051810E+23   6.981030644130E+06
   4.875735893100E-03   2.647629132723E-06   1.104582484867E-05   7.551697914932E-01   2.551556753320E-02   2.193009475196E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000025371480E+04   1.448612479700E+23   6.984562175810E+06
   4.996735893100E-03   2.710734926524E-06   1.130872079704E-05   7.546046287599E-01   2.672616032910E-02   2.186551914553E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000025975520E+04   1.448612917200E+23   6.988253643340E+06
   5.120735893100E-03   2.775214891993E-06   1.157731930579E-05   7.540143614745E-01   2.799053076862E-02   2.179807552226E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000026592680E+04   1.448613364200E+23   6.992108945040E+06
   5.246735893100E-03   2.840533614636E-06   1.184938847931E-05   7.534033005135E-01   2.929944496129E-02   2.172825646031E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000027217820E+04   1.448613816990E+23   6.996099918250E+06
   5.376735893100E-03   2.907709315468E-06   1.212916757727E-05   7.527611802583E-01   3.067489239611E-02   2.165488904687E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000027860680E+04   1.448614282620E+23   7.000293602170E+06
   5.509735893100E-03   2.976203300276E-06   1.241441076412E-05   7.520922578719E-01   3.210775425489E-02   2.157845972592E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000028516120E+04   1.448614757350E+23   7.004662184060E+06
   5.646735893100E-03   3.046507495088E-06   1.270716435549E-05   7.513908434694E-01   3.361021872690E-02   2.149831841319E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000029188830E+04   1.448615244590E+23   7.009242814340E+06
   5.786735893100E-03   3.118084628318E-06   1.300518872775E-05   7.506614213322E-01   3.517268044195E-02   2.141497749525E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000029873660E+04   1.448615740610E+23   7.014006199440E+06
   5.929735893100E-03   3.190912453283E-06   1.330838914797E-05   7.499035198783E-01   3.679614970466E-02   2.132838311154E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000030570400E+04   1.448616245260E+23   7.018955412200E+06
   6.076735893100E-03   3.265474027667E-06   1.361877422085E-05   7.491112646429E-01   3.849321013476E-02   2.123786409741E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000031283670E+04   1.448616761880E+23   7.024128805700E+06
   6.226735893100E-03   3.341234835913E-06   1.393411633114E-05   7.482895057470E-01   4.025347263431E-02   2.114397462675E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000032008350E+04   1.448617286760E+23   7.029494701150E+06
   6.380735893100E-03   3.418671483208E-06   1.425639668695E-05   7.474322657583E-01   4.208974142643E-02   2.104603177471E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000032749000E+04   1.448617823210E+23   7.035092122440E+06
   6.538735893100E-03   3.497750910580E-06   1.458547470795E-05   7.465389576795E-01   4.400327408383E-02   2.094396850111E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000033505280E+04   1.448618370980E+23   7.040924893890E+06
   6.700735893100E-03   3.578438649677E-06   1.492120391151E-05   7.456090450729E-01   4.599521987094E-02   2.083772354136E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000034276870E+04   1.448618929840E+23   7.046996510020E+06
   6.866735893100E-03   3.660698824850E-06   1.526343193427E-05   7.446420469869E-01   4.806660919040E-02   2.072724196920E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000035063410E+04   1.448619499540E+23   7.053310103390E+06
   7.036735893100E-03   3.744494152504E-06   1.561200054004E-05   7.436375429705E-01   5.021834284072E-02   2.061247576941E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000035864560E+04   1.448620079800E+23   7.059868411930E+06
   7.210735893100E-03   3.829785950212E-06   1.596674567066E-05   7.425951779654E-01   5.245118153061E-02   2.049338439723E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000036679920E+04   1.448620670370E+23   7.066673746990E+06
   7.389735893100E-03   3.917020045635E-06   1.632951801814E-05   7.415085577462E-01   5.477882242699E-02   2.036923732888E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000037513760E+04   1.448621274310E+23   7.073767847180E+06
   7.572735893100E-03   4.005663116187E-06   1.669809609692E-05   7.403834294246E-01   5.718895484211E-02   2.024069119741E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000038360970E+04   1.448621887940E+23   7.081113184840E+06
   7.759735893100E-03   4.095672075837E-06   1.707229759438E-05   7.392196711518E-01   5.968183990016E-02   2.010773209783E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000039221130E+04   1.448622510960E+23   7.088710550200E+06
   7.951735893100E-03   4.187479080917E-06   1.745391555861E-05   7.380109157192E-01   6.227111691601E-02   1.996963259702E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000040098370E+04   1.448623146340E+23   7.096601504350E+06
   8.148735893100E-03   4.281028462307E-06   1.784271455431E-05   7.367570131958E-01   6.495710720352E-02   1.982637558577E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000040992150E+04   1.448623793700E+23   7.104787019400E+06
   8.350735893100E-03   4.376262650872E-06   1.823845131462E-05   7.354579280779E-01   6.773988694463E-02   1.967795702635E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000041901910E+04   1.448624452630E+23   7.113267321140E+06
   8.557735893100E-03   4.473122233352E-06   1.864087499809E-05   7.341137460318E-01   7.061927274632E-02   1.952438672247E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000042827070E+04   1.448625122730E+23   7.122041845060E+06
   8.768735893100E-03   4.571083608283E-06   1.904780681923E-05   7.327312600104E-01   7.358071342810E-02   1.936644076711E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000043762630E+04   1.448625800350E+23   7.131066244860E+06
   8.986735893100E-03   4.671471119347E-06   1.946474383610E-05   7.312910768351E-01   7.666575147128E-02   1.920190354787E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000044721230E+04   1.448626494670E+23   7.140467107670E+06
   9.208735893100E-03   4.772833052008E-06   1.988565249703E-05   7.298134208601E-01   7.983106406808E-02   1.903308565863E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000045689000E+04   1.448627195620E+23   7.150112413870E+06
   9.436735893100E-03   4.876016356204E-06   2.031404623933E-05   7.282856187135E-01   8.310379912187E-02   1.885853921020E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000046674020E+04   1.448627909060E+23   7.160084885850E+06
   9.670735893100E-03   4.980941033286E-06   2.074958854424E-05   7.267083347774E-01   8.648253351866E-02   1.867834011744E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000047675520E+04   1.448628634450E+23   7.170380183450E+06
   9.909735893100E-03   5.087083153154E-06   2.119010098769E-05   7.250892074345E-01   8.995090494490E-02   1.849336104364E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000048688480E+04   1.448629368130E+23   7.180948447540E+06
   1.015473589310E-02   5.194809806047E-06   2.163710357994E-05   7.234225358372E-01   9.352112534087E-02   1.830295069086E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000049716420E+04   1.448630112660E+23   7.191826887650E+06
   1.040673589310E-02   5.304468822475E-06   2.209203514032E-05   7.217026998520E-01   9.720523376998E-02   1.810646698741E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000050762630E+04   1.448630870430E+23   7.203052185030E+06
   1.066473589310E-02   5.415531354760E-06   2.255269783469E-05   7.199379179616E-01   1.009856252056E-01   1.790484886037E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000051822060E+04   1.448631637780E+23   7.214570697470E+06
   1.092873589310E-02   5.527909237102E-06   2.301872326608E-05   7.181298177152E-01   1.048588131908E-01   1.769828224616E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000052893880E+04   1.448632414090E+23   7.226371803490E+06
   1.119873589310E-02   5.641513519555E-06   2.348973924032E-05   7.162802253978E-01   1.088208855362E-01   1.748697578132E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000053977220E+04   1.448633198750E+23   7.238443585660E+06
   1.147573589310E-02   5.756667754012E-06   2.396708358816E-05   7.143843256723E-01   1.128821572711E-01   1.727037933052E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000055075170E+04   1.448633993990E+23   7.250817475030E+06
   1.176073589310E-02   5.873673655527E-06   2.445200560916E-05   7.124375674279E-01   1.170523774307E-01   1.704797294622E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000056190590E+04   1.448634801890E+23   7.263523177600E+06
   1.205173589310E-02   5.991603877238E-06   2.494065697087E-05   7.104561264984E-01   1.212968950918E-01   1.682160461489E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000057314640E+04   1.448635616030E+23   7.276455124560E+06
   1.234973589310E-02   6.110764258257E-06   2.543430502003E-05   7.084359042981E-01   1.256244898525E-01   1.659080607802E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000058450240E+04   1.448636438540E+23   7.289640071560E+06
   1.265573589310E-02   6.231439517605E-06   2.593412632002E-05   7.063731473066E-01   1.300432021341E-01   1.635514849935E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000059600080E+04   1.448637271370E+23   7.303102522050E+06
   1.296873589310E-02   6.353120028903E-06   2.643800893700E-05   7.042778584451E-01   1.345316041284E-01   1.611577462976E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000060759320E+04   1.448638111010E+23   7.316777199980E+06
   1.328973589310E-02   6.476079871345E-06   2.694708680513E-05   7.021468412263E-01   1.390965429701E-01   1.587231926369E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000061930570E+04   1.448638959340E+23   7.330684975540E+06
   1.361873589310E-02   6.600196691411E-06   2.746085255182E-05   6.999839033110E-01   1.437298619028E-01   1.562521737369E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000063112650E+04   1.448639815510E+23   7.344801008110E+06
   1.395673589310E-02   6.725717769157E-06   2.798032934319E-05   6.977866170895E-01   1.484367609809E-01   1.537419158825E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000064307920E+04   1.448640681250E+23   7.359141151610E+06
   1.430173589310E-02   6.851781013649E-06   2.850194983893E-05   6.955722323851E-01   1.531802883660E-01   1.512121255180E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000065508180E+04   1.448641550590E+23   7.373592840660E+06
   1.465573589310E-02   6.979000164278E-06   2.902825489093E-05   6.933323557586E-01   1.579784237125E-01   1.486532132739E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000066719260E+04   1.448642427770E+23   7.388210866500E+06
   1.501873589310E-02   7.107242850575E-06   2.955869814466E-05   6.910718843169E-01   1.628206764045E-01   1.460707733376E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000067939910E+04   1.448643311890E+23   7.402963283610E+06
   1.539073589310E-02   7.236379945271E-06   3.009274737261E-05   6.887958986301E-01   1.676961627953E-01   1.434706094472E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000069168910E+04   1.448644202040E+23   7.417816950500E+06
   1.577173589310E-02   7.366286176864E-06   3.062988727679E-05   6.865096306453E-01   1.725936749402E-01   1.408586982410E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000070405060E+04   1.448645097390E+23   7.432737738980E+06
   1.616173589310E-02   7.496840810457E-06   3.116962213222E-05   6.842184288520E-01   1.775017552170E-01   1.382411494681E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000071647230E+04   1.448645997090E+23   7.447690761370E+06
   1.656273589310E-02   7.628578986378E-06   3.171416869428E-05   6.819163779428E-01   1.824330746329E-01   1.356112046766E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000072900520E+04   1.448646904840E+23   7.462714642080E+06
   1.697273589310E-02   7.760716320991E-06   3.226028302063E-05   6.796208703730E-01   1.873503756312E-01   1.329887329964E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000074157450E+04   1.448647815230E+23   7.477695893310E+06
   1.739273589310E-02   7.893458717258E-06   3.280884142848E-05   6.773320427120E-01   1.922533652024E-01   1.303738897855E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000075420030E+04   1.448648729720E+23   7.492633645080E+06
   1.782273589310E-02   8.026697360524E-06   3.335936834081E-05   6.750558363780E-01   1.971293154899E-01   1.277734620665E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000076687190E+04   1.448649647520E+23   7.507489144100E+06
   1.826473589310E-02   8.160921923071E-06   3.391391692690E-05   6.727880449103E-01   2.019872367988E-01   1.251826434520E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000077963630E+04   1.448650572040E+23   7.522289867860E+06
   1.871673589310E-02   8.295409360739E-06   3.446949989254E-05   6.705452383343E-01   2.067916333016E-01   1.226203634548E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000079242480E+04   1.448651498300E+23   7.536927697410E+06
   1.917973589310E-02   8.430358729409E-06   3.502694711471E-05   6.683283877042E-01   2.115404243166E-01   1.200877306734E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000080525640E+04   1.448652427690E+23   7.551396320400E+06
   1.965473589310E-02   8.565954676858E-06   3.558702911034E-05   6.661389874206E-01   2.162304080457E-01   1.175864515499E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000081814890E+04   1.448653361490E+23   7.565686010460E+06
   2.014173589310E-02   8.702092089803E-06   3.614931988820E-05   6.639833809473E-01   2.208479953409E-01   1.151237722998E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000083109230E+04   1.448654298980E+23   7.579755393630E+06
   2.064073589310E-02   8.838677229985E-06   3.671344091760E-05   6.618676573613E-01   2.253801419887E-01   1.127066485318E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000084407790E+04   1.448655239520E+23   7.593564755800E+06
   2.115173589310E-02   8.975628205177E-06   3.727906294657E-05   6.597975948251E-01   2.298144698117E-01   1.103416806720E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000085709820E+04   1.448656182580E+23   7.607076411450E+06
   2.167473589310E-02   9.112875265453E-06   3.784590711181E-05   6.577786111960E-01   2.341393724785E-01   1.080350575431E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000087014650E+04   1.448657127670E+23   7.620255025670E+06
   2.221173589310E-02   9.250869635004E-06   3.841584639040E-05   6.558085711303E-01   2.383594234928E-01   1.057843386609E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000088326610E+04   1.448658077910E+23   7.633114566690E+06
   2.276173589310E-02   9.389285929915E-06   3.898754639390E-05   6.538965695256E-01   2.424551398755E-01   1.035999137666E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000089642620E+04   1.448659031090E+23   7.645595697710E+06
   2.332473589310E-02   9.528077399813E-06   3.956082346242E-05   6.520472526599E-01   2.464165681717E-01   1.014870902675E-01   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000090962230E+04   1.448659986890E+23   7.657668117330E+06
   2.390273589310E-02   9.667688875279E-06   4.013752449410E-05   6.502587379703E-01   2.502477403773E-01   9.944371643896E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000092289720E+04   1.448660948380E+23   7.669344144850E+06
   2.449473589310E-02   9.807837340237E-06   4.071649017661E-05   6.485385215239E-01   2.539325985389E-01   9.747835560971E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000093622390E+04   1.448661913630E+23   7.680574873120E+06
   2.510073589310E-02   9.948503518770E-06   4.129764648435E-05   6.468901179174E-01   2.574636135033E-01   9.559502242924E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000094960080E+04   1.448662882510E+23   7.691337382700E+06
   2.572273589310E-02   1.009013093987E-05   4.188284104108E-05   6.453115247107E-01   2.608450740766E-01   9.379142824070E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000096307030E+04   1.448663858100E+23   7.701644774570E+06
   2.635973589310E-02   1.023248073774E-05   4.247109150870E-05   6.438083327323E-01   2.640650037379E-01   9.207395995749E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000097660980E+04   1.448664838760E+23   7.711460569290E+06
   2.701173589310E-02   1.037556133961E-05   4.306244000472E-05   6.423826540561E-01   2.671188778484E-01   9.044503009419E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000099022020E+04   1.448665824560E+23   7.720770995610E+06
   2.768073589310E-02   1.051982134528E-05   4.365874851581E-05   6.410320626866E-01   2.700118925704E-01   8.890186617314E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000100394430E+04   1.448666818600E+23   7.729591916740E+06
   2.836573589310E-02   1.066506239162E-05   4.425920389562E-05   6.397600852801E-01   2.727364932990E-01   8.744849715464E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000101776340E+04   1.448667819510E+23   7.737900317110E+06
   2.906873589310E-02   1.081173369498E-05   4.486566940652E-05   6.385640495856E-01   2.752984037409E-01   8.608186927039E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000103172040E+04   1.448668830410E+23   7.745713665760E+06
   2.978773589310E-02   1.095945507913E-05   4.547657829330E-05   6.374477200449E-01   2.776895602789E-01   8.480628364283E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000104577910E+04   1.448669848680E+23   7.753007378720E+06
   3.052573589310E-02   1.110888696447E-05   4.609466622353E-05   6.364063405293E-01   2.799201503854E-01   8.361630553219E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000106000250E+04   1.448670878870E+23   7.759812534050E+06
   3.128173589310E-02   1.125987268616E-05   4.671928909916E-05   6.354409948695E-01   2.819878525430E-01   8.251317342575E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000107437570E+04   1.448671919920E+23   7.766122049130E+06
   3.205573589310E-02   1.141247218650E-05   4.735069756166E-05   6.345505214622E-01   2.838951550851E-01   8.149556028296E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000108890460E+04   1.448672972240E+23   7.771943504330E+06
   3.284973589310E-02   1.156714091287E-05   4.799077821836E-05   6.337312416331E-01   2.856499377276E-01   8.055926272017E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000110363240E+04   1.448674038980E+23   7.777300931840E+06
   3.366273589310E-02   1.172374958654E-05   4.863899728667E-05   6.329824297241E-01   2.872537553008E-01   7.970345222826E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000111854690E+04   1.448675119230E+23   7.782199050810E+06
